,0
644,0.43673792
645,0.42459476
646,0.405027
647,0.3809022
648,0.34787467
649,0.30741248
650,0.25568798
651,0.20557946
652,0.14546148
653,0.11572653
654,0.08930561
655,0.06372521
656,0.038395893
657,0.021168679
658,0.0077933893
659,0.0
660,0.0
661,0.011198156
662,0.024346761
663,0.04030572
664,0.051815055
665,0.055235
666,0.062173653
667,0.07267221
668,0.087179445
669,0.09209029
670,0.08220658
671,0.08002761
672,0.051912423
673,0.04014638
674,0.031464703
675,0.02474133
676,0.022053547
677,0.02421783
678,0.023844324
679,0.016787842
680,0.01585982
681,0.013386846
682,0.010993965
683,0.010304369
684,0.0070978776
685,0.008107789
686,0.0040508583
687,0.005082421
688,0.004350528
689,0.0036713257
690,0.0029339418
691,0.0021505281
692,0.0013382509
693,0.0021775365
694,0.0022066012
695,0.007278092
696,0.008252136
697,0.011846386
698,0.016386993
699,0.02002982
700,0.030724593
701,0.036399804
702,0.04825092
703,0.055907454
704,0.06080051
705,0.06539601
706,0.074203625
707,0.078138694
708,0.085270055
709,0.081416175
710,0.0748531
711,0.076094925
712,0.07388501
713,0.07417828
714,0.07896003
715,0.07356067
716,0.061380804
717,0.051516473
718,0.034304816
719,0.030568965
720,0.02484119
721,0.017157167
722,0.013623051
723,0.010350622
724,0.0047081187
725,0.0032142773
726,0.0003540516
727,0.000683032
728,0.0026758984
729,0.0063992143
730,0.010136738
731,0.013137795
732,0.016000487
733,0.022261895
734,0.028557517
735,0.03583201
736,0.042265236
737,0.052234136
738,0.062398925
739,0.061197154
740,0.057508364
741,0.05843715
742,0.06387237
743,0.063982464
744,0.07749879
745,0.072725445
746,0.08683918
747,0.07192692
748,0.10662385
749,0.11479144
750,0.073985696
751,0.07564278
752,0.07865962
753,0.04073997
754,0.037655473
755,0.028563201
756,0.02115105
757,0.0068726316
758,0.005380146
759,0.0030022338
760,0.0011900887
761,0.0
762,0.0025021657
763,0.0063716993
764,0.011993051
765,0.016129084
766,0.018179491
767,0.020898603
768,0.023458853
769,0.033107497
770,0.039469182
771,0.04950048
772,0.056125127
773,0.05288628
774,0.06471449
775,0.073827654
776,0.068416074
777,0.084226
778,0.06633956
779,0.057926994
780,0.061880656
781,0.071621604
782,0.06598755
783,0.05151252
784,0.057241835
785,0.05220564
786,0.041040067
787,0.035004247
788,0.018447801
789,0.022858642
790,0.015458576
791,0.0071681216
792,0.008698456
793,0.0
794,0.0009236112
795,0.0003562495
796,0.0007848516
797,0.00367444
798,0.0150403455
799,0.029143967
800,0.028980464
801,0.037342094
802,0.045430183
803,0.05633546
804,0.056756675
805,0.066415995
806,0.06842821
807,0.07622658
808,0.08784786
809,0.09921496
810,0.10821184
811,0.109236844
812,0.12197074
813,0.08592907
814,0.07090383
815,0.082365125
816,0.07797315
817,0.06465941
818,0.067103066
819,0.06528507
820,0.055322774
821,0.04864841
822,0.05523038
823,0.05166895
824,0.043441802
825,0.019508697
826,0.008624487
827,0.008858927
828,0.0055035427
829,0.000121198595
830,0.0
831,0.0027228147
832,0.0
833,0.0071104243
834,0.013463207
835,0.018514648
836,0.019726656
837,0.024233453
838,0.031283937
839,0.045637213
840,0.050683852
841,0.047471
842,0.052353546
843,0.06609626
844,0.05811182
845,0.0472145
846,0.04397335
847,0.034409877
848,0.0423422
849,0.035958417
850,0.043243643
851,0.042990368
852,0.049212262
853,0.039633144
854,0.032364555
855,0.034869038
856,0.04072238
857,0.03537886
858,0.035368584
859,0.027640887
860,0.022913627
861,0.014801212
862,0.013407052
863,0.009857975
864,0.009888373
865,0.013531126
866,0.0
867,0.0
868,0.0035044327
869,0.007988803
870,0.014680415
871,0.021500088
872,0.029079974
873,0.044631615
874,0.05612337
875,0.087456994
876,0.12512255
877,0.16567963
878,0.18858072
879,0.22505507
880,0.26367462
881,0.28936476
882,0.2606936
883,0.24104345
884,0.21923879
885,0.1781789
886,0.24029586
887,0.228488
888,0.20409618
889,0.17022102
890,0.14172931
891,0.19567063
892,0.1424267
893,0.12647404
894,0.130689
895,0.07188198
896,0.069952026
897,0.03690028
898,0.018339917
899,0.015225984
900,0.0023939982
901,0.0046610907
902,0.0
903,0.013775229
904,0.04083874
905,0.061532237
906,0.093611084
907,0.12915337
908,0.14571238
909,0.20063591
910,0.22415823
911,0.2602967
912,0.3119254
913,0.352782
914,0.36816135
915,0.3895905
916,0.41541997
917,0.4274281
918,0.42636454
919,0.44343004
920,0.45245042
921,0.42877105
922,0.4271932
923,0.384678
924,0.3472515
925,0.30155915
926,0.2514478
927,0.19952706
928,0.18885541
929,0.16049716
930,0.14196688
931,0.09737819
932,0.08329621
933,0.05350174
934,0.032625847
935,0.027712949
936,0.0149243325
937,0.0
938,0.0
939,0.00041160733
940,0.011541419
941,0.021183722
942,0.026193783
943,0.033532154
944,0.033949357
945,0.040826447
946,0.049451232
947,0.049237728
948,0.05968606
949,0.059706353
950,0.06118139
951,0.0686032
952,0.06875079
953,0.0659371
954,0.06523386
955,0.06800298
956,0.059512313
957,0.05511141
958,0.06079086
959,0.05778522
960,0.05681751
961,0.05418373
962,0.048889007
963,0.050006703
964,0.0424655
965,0.036090992
966,0.030437998
967,0.018215783
968,0.012390666
969,0.01691953
970,0.016552381
971,0.01629942
972,0.015872233
973,0.004922673
974,0.0
975,0.0043860152
976,0.012123026
977,0.019184493
978,0.026987381
979,0.03196898
980,0.03760056
981,0.0430827
982,0.04496497
983,0.05017021
984,0.058086723
985,0.06106142
986,0.06728588
987,0.07277176
988,0.07828176
989,0.08209665
990,0.0848911
991,0.09178433
992,0.09573745
993,0.093587324
994,0.107455276
995,0.10977092
996,0.09599148
997,0.070991255
998,0.072664045
999,0.06911138
1000,0.06698911
1001,0.04635255
1002,0.041011658
1003,0.029252626
1004,0.019220673
1005,0.007799901
1006,0.003926255
1007,0.0023056567
1008,0.0037470087
1009,0.0
1010,0.0017911047
1011,0.0038262159
1012,0.006851457
1013,0.010576747
1014,0.015267886
1015,0.018979587
1016,0.027957067
1017,0.041526858
1018,0.050087873
1019,0.054104723
1020,0.06397506
1021,0.08646302
1022,0.08187128
1023,0.0808212
1024,0.09044036
1025,0.0864531
1026,0.08663396
1027,0.09704428
1028,0.10551487
1029,0.12351316
1030,0.13456279
1031,0.13104855
1032,0.1328917
1033,0.1501258
1034,0.18849333
1035,0.12640768
1036,0.10605951
1037,0.08938595
1038,0.03891461
1039,0.023592494
1040,0.014918275
1041,0.006912172
1042,0.0
1043,0.0
1044,0.0
1045,0.005497858
1046,0.010059498
1047,0.015321426
1048,0.02479586
1049,0.031263344
1050,0.041320086
1051,0.042170472
1052,0.050112322
1053,0.050796717
1054,0.05403455
1055,0.048406146
1056,0.055416126
1057,0.05181179
1058,0.049569808
1059,0.049767755
1060,0.047675584
1061,0.051472075
1062,0.05500617
1063,0.056226194
1064,0.059815027
1065,0.054212876
1066,0.05373274
1067,0.044151917
1068,0.043178484
1069,0.03855916
1070,0.038161807
1071,0.034769014
1072,0.023725457
1073,0.0163282
1074,0.0089544505
1075,0.005154714
1076,0.0
1077,0.0
1078,0.0
1079,0.019747943
1080,0.04874131
1081,0.084483065
1082,0.12522247
1083,0.16862795
1084,0.21918944
1085,0.26746693
1086,0.3122756
1087,0.3527907
1088,0.40019983
1089,0.43513167
1090,0.4626299
1091,0.49311706
1092,0.51130503
1093,0.5070462
1094,0.5048307
1095,0.4524789
1096,0.39333475
1097,0.36429045
1098,0.31207418
1099,0.2917285
1100,0.2092693
1101,0.255037
1102,0.22758627
1103,0.1952211
1104,0.16966453
1105,0.17931066
1106,0.14306886
1107,0.08247267
1108,0.072006084
1109,0.044425257
1110,0.0144201
1111,0.006274961
1112,0.0036977008
1113,0.0044523776
1114,0.001432471
1115,0.008119576
1116,0.02488938
1117,0.035408147
1118,0.052394044
1119,0.07301112
1120,0.09586819
1121,0.1164351
1122,0.12974307
1123,0.14807673
1124,0.159856
1125,0.17400277
1126,0.18355969
1127,0.18381715
1128,0.17710435
1129,0.14990667
1130,0.12108185
1131,0.09302504
1132,0.084856115
1133,0.08411472
1134,0.08114982
1135,0.07285106
1136,0.06458835
1137,0.060172666
1138,0.053003076
1139,0.053207725
1140,0.047494788
1141,0.038138334
1142,0.025830604
1143,0.022445291
1144,0.019552447
1145,0.017062299
1146,0.015544608
1147,0.011443995
1148,0.004620753
1149,0.0
1150,0.0
1151,0.007841967
1152,0.017050728
1153,0.031264924
1154,0.04020671
1155,0.055248126
1156,0.06771985
1157,0.08199909
1158,0.08473581
1159,0.09729249
1160,0.09887594
1161,0.09879945
1162,0.10427364
1163,0.11367491
1164,0.1179371
1165,0.1251198
1166,0.12670794
1167,0.13138987
1168,0.1277595
1169,0.13297021
1170,0.13180138
1171,0.120165765
1172,0.119987726
1173,0.12695983
1174,0.12925059
1175,0.13058114
1176,0.12182616
1177,0.101647906
1178,0.091568395
1179,0.07384437
1180,0.062192682
1181,0.04177692
1182,0.031347014
1183,0.01873418
1184,0.008188911
1185,0.00048449636
1186,0.0
1187,0.0
1188,0.0014859661
1189,0.010789268
1190,0.021432936
1191,0.033002898
1192,0.04440934
1193,0.04929951
1194,0.054809667
1195,0.062801376
1196,0.075391434
1197,0.09651467
1198,0.1205446
1199,0.12761253
1200,0.11014788
1201,0.11464065
1202,0.100199595
1203,0.08852727
1204,0.09486944
1205,0.10554325
1206,0.10790277
1207,0.1134996
1208,0.10515869
1209,0.099832006
1210,0.08378804
1211,0.067386046
1212,0.07737732
1213,0.07400484
1214,0.056063134
1215,0.05272034
1216,0.031345762
1217,0.026213534
1218,0.018799841
1219,0.011070266
1220,0.006828442
1221,0.001105994
1222,0.0007392317
1223,0.0
1224,0.00086873025
1225,0.026215978
1226,0.06187047
1227,0.08995688
1228,0.12106064
1229,0.15067595
1230,0.15506408
1231,0.1617789
1232,0.22337294
1233,0.2756042
1234,0.30837086
1235,0.37435284
1236,0.36014602
1237,0.37559828
1238,0.36558428
1239,0.38645494
1240,0.38902745
1241,0.38487312
1242,0.32692137
1243,0.30949
1244,0.3579382
1245,0.30329046
1246,0.25352743
1247,0.2343075
1248,0.24452463
1249,0.15562499
1250,0.10967575
1251,0.116775535
1252,0.08701775
1253,0.10715498
1254,0.088267826
1255,0.06332425
1256,0.042334944
1257,0.0350838
1258,0.0147338435
1259,0.0019085407
1260,0.0
1261,0.0
1262,0.0016099066
1263,0.015136696
1264,0.033277914
1265,0.0495685
1266,0.0565473
1267,0.07434728
1268,0.07372849
1269,0.078090504
1270,0.072337314
1271,0.081866264
1272,0.09062986
1273,0.08950199
1274,0.09176141
1275,0.10930976
1276,0.11287841
1277,0.09070982
1278,0.081097424
1279,0.097243585
1280,0.08800385
1281,0.07160768
1282,0.060250454
1283,0.053949468
1284,0.059223317
1285,0.05325537
1286,0.046556704
1287,0.046081048
1288,0.03853639
1289,0.041531786
1290,0.03759726
1291,0.03002607
1292,0.031378634
1293,0.021153532
1294,0.00806053
1295,0.0030743107
1296,0.0026080236
1297,0.0012682155
1298,0.0
1299,0.010308392
1300,0.020744205
1301,0.03768037
1302,0.046828434
1303,0.079179
1304,0.08570351
1305,0.08657697
1306,0.09269063
1307,0.11282581
1308,0.15701176
1309,0.19655219
1310,0.2293225
1311,0.17362437
1312,0.1619466
1313,0.1422926
1314,0.14155823
1315,0.17315236
1316,0.27550218
1317,0.2957483
1318,0.33274642
1319,0.3387571
1320,0.25643915
1321,0.24903601
1322,0.23466966
1323,0.21966663
1324,0.16913828
1325,0.14367215
1326,0.11124407
1327,0.09368512
1328,0.09756512
1329,0.11440201
1330,0.09376606
1331,0.040365383
1332,0.025152773
1333,0.02230911
1334,0.0009454042
1335,0.0
1336,0.0
1337,0.0019200295
1338,0.0064205304
1339,0.010707021
1340,0.013768002
1341,0.016586103
1342,0.019100927
1343,0.017876588
1344,0.022010952
1345,0.031503744
1346,0.037784234
1347,0.035252813
1348,0.03494234
1349,0.047524653
1350,0.058435302
1351,0.062781565
1352,0.05882301
1353,0.06602505
1354,0.07042641
1355,0.09384026
1356,0.11541812
1357,0.11761573
1358,0.084923945
1359,0.085098185
1360,0.077362426
1361,0.082343645
1362,0.096656054
1363,0.059684485
1364,0.07637739
1365,0.07956833
1366,0.057919845
1367,0.047793325
1368,0.032049645
1369,0.017152116
1370,0.011520378
1371,0.004479721
1372,0.0
1373,0.0
1374,0.0
1375,0.016572304
1376,0.03310082
1377,0.057032786
1378,0.08327945
1379,0.13773915
1380,0.19176745
1381,0.22711807
1382,0.25140315
1383,0.25741217
1384,0.23771054
1385,0.26074114
1386,0.24482512
1387,0.26426306
1388,0.29956445
1389,0.2863746
1390,0.28674102
1391,0.3340261
1392,0.35010082
1393,0.36262205
1394,0.30546394
1395,0.32787645
1396,0.2854246
1397,0.21702698
1398,0.22576332
1399,0.21841618
1400,0.18369679
1401,0.13473792
1402,0.15135312
1403,0.120950654
1404,0.07682799
1405,0.054043766
1406,0.055138916
1407,0.039320253
1408,0.025483921
1409,0.015546784
1410,0.007397473
1411,0.004484333
1412,0.0
1413,0.013511784
1414,0.031226203
1415,0.03555469
1416,0.04150024
1417,0.05703592
1418,0.068123035
1419,0.11436633
1420,0.14084807
1421,0.16599247
1422,0.19705944
1423,0.12764604
1424,0.1675134
1425,0.19084972
1426,0.2220259
1427,0.2883747
1428,0.32368964
1429,0.35424963
1430,0.36204317
1431,0.39095005
1432,0.44815463
1433,0.45220447
1434,0.42895624
1435,0.40974045
1436,0.41738707
1437,0.41032544
1438,0.3898445
1439,0.36348465
1440,0.3213609
1441,0.28186998
1442,0.22548139
1443,0.16508433
1444,0.11352963
1445,0.069348134
1446,0.036101587
1447,0.023227483
1448,0.015278049
1449,0.0032442585
1450,0.0
1451,0.0054078624
1452,0.036989972
1453,0.055593856
1454,0.08619213
1455,0.11158068
1456,0.17870995
1457,0.18378973
1458,0.24385059
1459,0.29557016
1460,0.34612742
1461,0.3669413
1462,0.31568462
1463,0.31377512
1464,0.3417084
1465,0.3615871
1466,0.36736745
1467,0.37380257
1468,0.3871467
1469,0.3954265
1470,0.3977214
1471,0.3919803
1472,0.38157183
1473,0.37792104
1474,0.35997757
1475,0.32303956
1476,0.30031794
1477,0.27632406
1478,0.26309988
1479,0.24343163
1480,0.22361246
1481,0.20818935
1482,0.17191681
1483,0.14678527
1484,0.10370717
1485,0.065607905
1486,0.03714303
1487,0.020998962
1488,0.0054102466
1489,0.0
1490,0.0
1491,0.0059535876
1492,0.051549323
1493,0.07542086
1494,0.11901006
1495,0.17305383
1496,0.22356308
1497,0.28235424
1498,0.34081197
1499,0.3900711
1500,0.43019813
1501,0.4638701
1502,0.49930567
1503,0.5281865
1504,0.54924613
1505,0.56522125
1506,0.583964
1507,0.58506167
1508,0.5942995
1509,0.5958401
1510,0.59292406
1511,0.5931657
1512,0.58498126
1513,0.5747928
1514,0.55202144
1515,0.5283283
1516,0.49603748
1517,0.4685978
1518,0.43798587
1519,0.40406847
1520,0.35730046
1521,0.29555857
1522,0.23089555
1523,0.16904172
1524,0.12240757
1525,0.08049534
1526,0.03762582
1527,0.018263876
1528,0.006138578
1529,0.0
1530,0.0
1531,0.011428766
1532,0.049624316
1533,0.085245654
1534,0.13325682
1535,0.18325706
1536,0.23665515
1537,0.29444924
1538,0.34357852
1539,0.402674
1540,0.4458807
1541,0.48231506
1542,0.51107484
1543,0.5437792
1544,0.5616918
1545,0.5740829
1546,0.5986355
1547,0.58523715
1548,0.6027187
1549,0.5985758
1550,0.6015767
1551,0.58669525
1552,0.5843066
1553,0.58252126
1554,0.5489
1555,0.5363954
1556,0.5056316
1557,0.4734893
1558,0.4451373
1559,0.40015313
1560,0.36574957
1561,0.310164
1562,0.24565351
1563,0.19318023
1564,0.13112576
1565,0.08458528
1566,0.03676149
1567,0.013825871
1568,0.0
1569,0.0
1570,0.0
1571,0.01969979
1572,0.052545212
1573,0.0913227
1574,0.13645263
1575,0.18850228
1576,0.24334303
1577,0.29320616
1578,0.35424337
1579,0.39875704
1580,0.44024056
1581,0.46538174
1582,0.4957534
1583,0.5277481
1584,0.5453867
1585,0.5671418
1586,0.58418775
1587,0.5851316
1588,0.5827075
1589,0.5829207
1590,0.5973127
1591,0.5908477
1592,0.58866954
1593,0.5668357
1594,0.539572
1595,0.51217544
1596,0.48289096
1597,0.42881325
1598,0.40304488
1599,0.3770429
1600,0.31354004
1601,0.25026107
1602,0.20408726
1603,0.15352778
1604,0.1088702
1605,0.08242014
1606,0.05224559
1607,0.030185968
1608,0.010166056
1609,0.0
1610,0.0
1611,0.0189102
1612,0.049023796
1613,0.07501753
1614,0.10105527
1615,0.13034007
1616,0.1793011
1617,0.23392692
1618,0.30563718
1619,0.35197216
1620,0.40758327
1621,0.43586028
1622,0.4547731
1623,0.49562111
1624,0.5159284
1625,0.54241896
1626,0.56607723
1627,0.5745402
1628,0.5809682
1629,0.57256716
1630,0.57799196
1631,0.5874838
1632,0.5816333
1633,0.56434584
1634,0.5419366
1635,0.51538575
1636,0.48576024
1637,0.443258
1638,0.41166058
1639,0.36194474
1640,0.315571
1641,0.25337058
1642,0.209433
1643,0.15962186
1644,0.120371625
1645,0.080120265
1646,0.04892102
1647,0.02528777
1648,0.005002111
1649,0.0
1650,0.0
1651,0.023372017
1652,0.0557266
1653,0.08956217
1654,0.13647969
1655,0.18837312
1656,0.23998672
1657,0.2994155
1658,0.34719092
1659,0.39913994
1660,0.44446877
1661,0.47430292
1662,0.50194895
1663,0.5227411
1664,0.54221666
1665,0.5670786
1666,0.5758617
1667,0.56345505
1668,0.5702615
1669,0.5798738
1670,0.57941663
1671,0.5693014
1672,0.5684826
1673,0.55346024
1674,0.52656436
1675,0.5050939
